ttr_score,hapax_ratio,zipf_alpha,lora_r,learning_rate,dropout,val_loss
0.463,0.446,1.17,64,0.000365,0.162,1.6512
0.157,0.6,1.059,4,6.1e-05,0.112,4.0
0.303,0.231,1.848,64,2.4e-05,0.106,4.0
0.343,0.6,1.86,64,0.000343,0.245,1.7036
0.37,0.157,1.846,8,1.7e-05,0.279,4.0
0.509,0.342,1.818,8,1.5e-05,0.093,4.0
0.186,0.22,1.221,16,0.000229,0.126,1.0812
0.504,0.626,1.492,4,2.5e-05,0.106,2.4915
0.446,0.523,1.908,64,0.000193,0.256,1.884
0.378,0.115,1.76,4,5.1e-05,0.284,2.1108
0.45,0.106,1.002,4,1.6e-05,0.271,4.0
0.306,0.275,1.459,8,0.000177,0.004,1.4861
0.169,0.186,1.011,64,0.000196,0.052,0.744
0.433,0.478,1.281,16,0.00012,0.269,1.6024
0.362,0.498,1.436,32,5e-05,0.158,1.6184
0.42,0.665,1.893,16,0.000673,0.113,1.3867
0.269,0.671,1.654,8,0.000229,0.122,1.3395
0.553,0.495,1.362,16,0.000128,0.247,2.0335
0.394,0.103,1.491,8,9.2e-05,0.244,1.5514
0.143,0.315,1.817,8,0.000485,0.248,1.1091
0.325,0.408,1.3,4,0.000837,0.254,1.7361
0.478,0.4,1.615,64,0.00013,0.021,2.038
0.497,0.462,1.262,32,1.3e-05,0.227,4.0
0.347,0.676,1.48,8,9.6e-05,0.183,1.2235
0.547,0.631,1.025,8,0.000195,0.076,2.6722
0.234,0.165,1.852,4,0.000432,0.178,1.3123
0.305,0.26,1.048,32,4.2e-05,0.205,4.0
0.549,0.6,1.224,8,0.000225,0.171,2.0235
0.548,0.595,1.334,64,1.2e-05,0.106,4.0
0.443,0.265,1.625,64,5e-05,0.073,1.3434
0.529,0.538,1.72,4,4e-05,0.026,1.6389
0.144,0.503,1.08,8,1.5e-05,0.017,4.0
0.532,0.384,1.043,32,0.000253,0.106,2.1045
0.26,0.221,1.799,4,5.5e-05,0.071,3.4582
0.189,0.633,1.712,4,2.7e-05,0.148,4.0
0.22,0.507,1.832,16,2e-05,0.169,4.0
0.309,0.201,1.677,4,0.000642,0.114,1.7127
0.226,0.523,1.751,16,1.9e-05,0.114,4.0
0.26,0.545,1.379,16,0.000539,0.225,1.747
0.167,0.632,1.59,8,0.000109,0.002,2.9906
0.248,0.234,1.805,64,1.2e-05,0.299,4.0
0.386,0.693,1.172,32,0.000825,0.132,1.7871
0.321,0.192,1.423,4,0.000128,0.176,1.1568
0.273,0.46,1.74,8,4.3e-05,0.073,4.0
0.473,0.494,1.533,32,3.4e-05,0.063,1.5718
0.547,0.351,1.682,4,4.3e-05,0.202,1.1877
0.478,0.385,1.293,64,2.7e-05,0.292,2.4851
0.266,0.635,1.032,64,3.1e-05,0.273,4.0
0.472,0.487,1.029,16,5.7e-05,0.28,1.291
0.176,0.398,1.943,16,0.00011,0.152,1.5752
0.165,0.177,1.945,32,0.000283,0.108,0.7764
0.273,0.104,1.211,4,4e-05,0.23,4.0
0.504,0.175,1.147,16,1.9e-05,0.163,3.6571
0.223,0.674,1.018,8,1.1e-05,0.244,4.0
0.132,0.558,1.231,16,5.5e-05,0.21,4.0
0.166,0.68,1.334,32,0.000382,0.109,1.2569
0.529,0.121,1.241,8,4.5e-05,0.021,1.3089
0.417,0.508,1.797,64,2.7e-05,0.088,3.8314
0.227,0.127,1.749,8,0.000666,0.249,1.8541
0.378,0.569,1.081,32,0.000211,0.138,1.8179
0.364,0.329,1.697,64,0.000894,0.246,1.5668
0.428,0.157,1.521,4,0.000132,0.209,1.7003
0.217,0.441,1.132,32,0.000121,0.093,1.442
0.532,0.268,1.74,16,0.000879,0.132,1.3372
0.255,0.496,1.086,32,0.000166,0.197,1.0393
0.447,0.495,1.177,32,0.000107,0.263,1.4177
0.108,0.523,1.149,32,3e-05,0.012,4.0
0.286,0.695,1.939,64,5.8e-05,0.298,2.8778
0.276,0.332,1.698,32,0.000133,0.122,0.6353
0.372,0.379,1.411,4,0.000134,0.039,1.5467
0.136,0.583,1.822,32,8.1e-05,0.099,4.0
0.495,0.447,1.216,16,0.000239,0.239,2.0752
0.209,0.122,1.931,8,2.1e-05,0.172,4.0
0.439,0.606,1.697,64,0.000543,0.033,2.2432
0.502,0.131,1.56,16,0.000298,0.116,1.6699
0.381,0.202,1.795,4,0.000445,0.017,1.7978
0.47,0.161,1.645,32,1.2e-05,0.02,4.0
0.431,0.147,1.887,64,0.000367,0.066,1.8534
0.278,0.115,1.829,64,0.000302,0.105,1.3583
0.504,0.133,1.198,64,1.1e-05,0.208,4.0
0.247,0.365,1.24,16,8e-05,0.005,2.508
0.386,0.252,1.065,8,4.1e-05,0.095,2.4132
0.473,0.176,1.22,8,3.2e-05,0.107,1.8657
0.289,0.495,1.343,4,2.1e-05,0.093,4.0
0.251,0.236,1.029,16,3.2e-05,0.043,4.0
0.33,0.111,1.315,16,0.000334,0.258,2.2562
0.509,0.351,1.772,16,0.000654,0.096,1.2398
0.565,0.286,1.84,32,5e-05,0.253,1.2467
0.373,0.291,1.009,16,3.7e-05,0.057,3.1646
0.431,0.367,1.007,16,3.9e-05,0.217,1.9641
0.552,0.501,1.146,64,0.000117,0.06,1.951
0.149,0.47,1.873,64,1.2e-05,0.103,4.0
0.216,0.662,1.469,64,0.000141,0.203,1.1285
0.454,0.411,1.983,16,0.000692,0.164,1.1462
0.512,0.384,1.887,16,9.7e-05,0.08,1.2721
0.529,0.228,1.89,64,6.3e-05,0.264,1.6943
0.308,0.553,1.128,4,1.2e-05,0.142,4.0
0.145,0.184,1.475,4,0.000125,0.237,2.313
0.319,0.395,1.994,8,1.9e-05,0.259,4.0
0.215,0.353,1.149,32,8.4e-05,0.135,2.4333
0.246,0.495,1.574,32,4.1e-05,0.1,4.0
0.486,0.651,1.344,8,3.3e-05,0.166,1.7456
0.138,0.668,1.388,64,0.000822,0.025,2.3181
0.514,0.201,1.891,64,0.000376,0.205,1.8701
0.314,0.257,1.588,16,1.7e-05,0.226,4.0
0.398,0.587,1.759,32,4.3e-05,0.032,2.1107
0.145,0.411,1.673,16,0.000255,0.089,0.713
0.269,0.372,1.529,16,0.000444,0.23,1.5997
0.145,0.526,1.792,32,0.000113,0.095,2.3372
0.581,0.461,1.971,64,0.000632,0.184,2.0243
0.504,0.682,1.967,4,5.3e-05,0.18,0.8813
0.33,0.45,1.789,64,1.4e-05,0.078,4.0
0.212,0.38,1.487,64,0.000764,0.23,1.8024
0.567,0.426,1.163,16,6.7e-05,0.148,1.605
0.272,0.585,1.044,16,1.1e-05,0.036,4.0
0.18,0.468,1.231,16,0.000274,0.031,1.4911
0.382,0.488,1.34,32,3.2e-05,0.275,3.5012
0.572,0.683,1.13,32,1.5e-05,0.115,3.4254
0.102,0.471,1.225,8,0.000488,0.166,1.1074
0.219,0.328,1.084,16,3.1e-05,0.192,4.0
0.569,0.515,1.524,32,0.000122,0.217,1.5481
0.186,0.496,1.126,8,0.000168,0.124,1.1991
0.157,0.108,1.743,16,0.000776,0.146,1.2973
0.385,0.38,1.333,16,6.2e-05,0.219,1.4001
0.531,0.546,1.672,4,0.000101,0.197,1.6435
0.339,0.399,1.883,32,4e-05,0.185,3.1708
0.597,0.568,1.086,8,8.6e-05,0.116,2.1769
0.44,0.371,1.989,16,1e-05,0.29,4.0
0.137,0.69,1.645,32,0.000522,0.055,1.478
0.596,0.276,1.053,8,1.4e-05,0.035,3.2571
0.304,0.155,1.314,4,3.1e-05,0.086,4.0
0.244,0.358,1.886,8,0.000274,0.075,0.941
0.379,0.425,1.596,16,0.000192,0.288,1.5346
0.252,0.309,1.287,64,0.000319,0.003,1.6252
0.143,0.245,1.94,64,0.000102,0.264,3.5993
0.101,0.503,1.787,4,0.00072,0.122,1.2324
0.325,0.326,1.736,16,0.000776,0.17,1.2924
0.518,0.479,1.888,16,0.000328,0.208,1.3477
0.386,0.567,1.77,32,4.4e-05,0.013,2.3032
0.6,0.557,1.287,64,1.2e-05,0.155,3.6288
0.243,0.325,1.584,32,0.000126,0.012,0.9734
0.24,0.441,1.842,16,1e-05,0.029,4.0
0.18,0.37,1.181,4,0.000416,0.188,1.4384
0.182,0.622,1.163,64,0.00015,0.082,1.4025
0.243,0.627,1.159,32,0.000173,0.043,1.5677
0.496,0.306,1.194,4,1.3e-05,0.015,4.0
0.553,0.155,1.103,16,0.000148,0.241,2.3239
0.588,0.201,1.838,8,2.3e-05,0.19,1.2093
0.216,0.32,1.818,8,6.4e-05,0.01,3.8852
0.541,0.439,1.151,64,4.3e-05,0.19,1.0261
0.264,0.494,1.706,4,3.1e-05,0.031,4.0
0.156,0.299,1.627,32,7.8e-05,0.098,4.0
0.535,0.5,1.276,4,0.000334,0.198,1.8246
0.418,0.663,1.227,64,2.9e-05,0.085,3.5297
0.182,0.491,1.251,16,0.000105,0.227,2.1915
0.315,0.195,1.731,4,5.2e-05,0.156,2.5037
0.244,0.448,1.319,64,0.000203,0.075,1.2072
0.468,0.425,1.278,64,0.000136,0.167,1.5809
0.327,0.622,1.022,32,0.0002,0.01,2.2856
0.595,0.31,1.908,16,0.000922,0.132,2.0077
0.127,0.354,1.753,4,0.000103,0.098,3.3001
0.278,0.459,1.473,64,1.6e-05,0.126,4.0
0.341,0.415,1.943,16,1.2e-05,0.183,4.0
0.352,0.531,1.294,32,1.3e-05,0.127,4.0
0.258,0.124,1.675,64,5.1e-05,0.166,4.0
0.465,0.438,1.305,32,0.000281,0.033,2.0481
0.537,0.173,1.315,16,0.000479,0.093,1.6534
0.569,0.289,1.845,32,0.000154,0.127,1.7336
0.503,0.497,1.787,4,9.1e-05,0.016,1.8344
0.525,0.194,1.294,32,0.000493,0.285,1.8922
0.375,0.285,1.081,8,1.3e-05,0.272,4.0
0.513,0.522,1.358,8,4.4e-05,0.1,1.3961
0.252,0.49,1.76,8,1.3e-05,0.188,4.0
0.299,0.155,1.101,8,0.000728,0.142,1.8935
0.258,0.446,1.672,4,1.5e-05,0.169,4.0
0.334,0.188,1.89,64,0.00083,0.036,1.7304
0.243,0.251,1.179,8,0.000289,0.163,1.2834
0.581,0.376,1.862,8,9.8e-05,0.076,1.6525
0.256,0.166,1.051,64,4.2e-05,0.183,4.0
0.149,0.696,1.667,8,0.000119,0.23,2.0847
0.363,0.199,1.791,64,0.000193,0.271,1.8057
0.129,0.569,1.445,8,9.2e-05,0.01,4.0
0.155,0.598,1.204,64,0.000684,0.157,1.3879
0.21,0.697,1.925,64,1.9e-05,0.122,4.0
0.332,0.357,1.02,16,1.8e-05,0.067,4.0
0.317,0.624,1.555,32,0.000362,0.079,1.7146
0.5,0.675,1.373,64,0.000132,0.247,1.7399
0.47,0.204,1.461,8,6.5e-05,0.221,1.3681
0.313,0.388,1.537,4,0.000437,0.271,1.9426
0.267,0.136,1.535,64,0.000755,0.235,2.0867
0.258,0.472,1.204,8,0.000112,0.017,1.6459
0.487,0.449,1.68,64,0.000137,0.033,2.0497
0.126,0.222,1.019,16,1.3e-05,0.204,4.0
0.106,0.579,1.021,4,9.9e-05,0.198,4.0
0.498,0.122,1.478,4,1.1e-05,0.268,4.0
0.339,0.584,1.542,8,6.5e-05,0.158,1.6007
0.165,0.116,1.275,32,0.000857,0.173,1.5647
0.218,0.494,1.552,16,0.000335,0.157,1.1315
0.566,0.147,1.516,32,0.000294,0.204,1.6555
0.53,0.251,1.349,4,0.000371,0.119,1.7943
0.455,0.533,1.652,4,0.0005,0.184,1.6698
0.341,0.268,1.958,32,1.2e-05,0.147,4.0
0.36,0.407,1.491,64,0.000574,0.284,1.976
0.588,0.649,1.786,32,0.000354,0.126,1.5266
0.583,0.13,1.248,32,0.000233,0.038,1.7721
0.208,0.587,1.762,64,6.5e-05,0.247,3.971
0.506,0.139,1.649,64,4e-05,0.151,1.3383
0.199,0.176,1.64,64,2.4e-05,0.048,4.0
0.207,0.172,1.893,16,4.8e-05,0.278,4.0
0.438,0.696,1.233,4,0.000571,0.037,2.431
0.303,0.208,1.368,4,1.3e-05,0.021,4.0
0.566,0.638,1.083,64,0.000283,0.08,1.9478
0.145,0.695,1.726,64,1.5e-05,0.196,4.0
0.356,0.33,1.844,16,1.7e-05,0.034,4.0
0.559,0.479,1.406,16,2.5e-05,0.29,1.7141
0.552,0.567,1.357,8,0.000223,0.161,2.0591
0.178,0.336,1.659,32,0.000504,0.172,1.0999
0.283,0.197,1.076,4,1.9e-05,0.285,4.0
0.41,0.36,1.294,4,2.9e-05,0.14,3.4508
0.18,0.563,1.366,16,0.000186,0.209,0.9525
0.584,0.568,1.519,32,8.2e-05,0.011,2.0204
0.557,0.238,1.477,16,0.000185,0.011,2.0656
0.183,0.205,1.209,8,2.1e-05,0.223,4.0
0.161,0.652,1.541,8,8.3e-05,0.281,3.8624
0.143,0.126,1.926,8,4.8e-05,0.217,4.0
0.555,0.541,1.027,16,7.5e-05,0.046,2.0485
0.197,0.128,1.68,32,3.9e-05,0.248,4.0
0.308,0.603,1.625,64,1.9e-05,0.178,4.0
0.324,0.643,1.924,4,0.000216,0.02,1.8399
0.4,0.278,1.645,64,0.000218,0.116,1.6747
0.136,0.144,1.625,32,3.4e-05,0.232,4.0
0.213,0.388,1.77,16,0.000143,0.062,0.8379
0.566,0.279,1.268,16,0.000838,0.247,2.2077
0.554,0.35,1.596,16,0.000119,0.172,1.7029
0.491,0.499,1.519,8,4.2e-05,0.135,1.3342
0.11,0.226,1.438,8,4.1e-05,0.001,4.0
0.264,0.314,1.079,8,0.00046,0.078,1.8751
0.414,0.57,1.293,64,9.5e-05,0.246,1.1257
0.238,0.486,1.28,4,3.4e-05,0.032,4.0
0.555,0.296,1.724,16,0.000183,0.153,1.5863
0.417,0.499,1.921,16,0.000536,0.009,1.7982
0.136,0.559,1.231,64,0.000285,0.078,1.0594
0.555,0.455,1.075,4,1.5e-05,0.05,4.0
0.579,0.244,2.0,4,4.8e-05,0.125,0.9082
0.139,0.1,1.691,64,0.000422,0.179,1.2162
0.366,0.582,1.886,16,6.9e-05,0.132,0.8996
0.252,0.594,1.144,32,0.000994,0.246,1.6259
0.296,0.519,1.801,32,4.8e-05,0.051,3.5029
0.19,0.146,1.813,4,0.000653,0.186,1.5642
0.389,0.451,1.151,4,8.3e-05,0.258,1.325
0.579,0.593,1.161,16,0.000745,0.18,1.904
0.352,0.334,1.295,4,7e-05,0.135,1.2581
0.141,0.219,1.217,64,8.6e-05,0.221,4.0
0.41,0.453,1.975,32,0.000121,0.028,1.5348
0.27,0.596,1.363,32,1.2e-05,0.29,4.0
0.528,0.129,1.761,4,1.5e-05,0.102,4.0
0.317,0.458,1.805,64,0.000512,0.06,1.944
0.196,0.486,1.386,4,3.4e-05,0.288,4.0
0.196,0.461,1.683,4,0.00018,0.002,1.4128
0.484,0.49,1.108,64,3.3e-05,0.236,1.3813
0.233,0.479,1.397,64,5.1e-05,0.126,4.0
0.484,0.178,1.967,8,0.000162,0.243,1.6311
0.203,0.241,1.169,32,4.8e-05,0.258,4.0
0.261,0.471,1.386,4,0.000283,0.095,1.508
0.333,0.111,1.791,16,0.000108,0.267,1.0947
0.572,0.481,1.665,4,0.000326,0.297,1.8551
0.566,0.499,1.632,4,2.7e-05,0.285,1.5286
0.203,0.244,1.853,16,0.000195,0.159,0.5122
0.279,0.459,1.029,32,4.2e-05,0.06,4.0
0.175,0.42,1.771,8,5.1e-05,0.242,4.0
0.355,0.256,1.883,64,2.4e-05,0.282,4.0
0.33,0.378,1.016,8,1.8e-05,0.288,4.0
0.55,0.646,1.559,4,0.000579,0.262,1.6688
0.565,0.356,1.349,4,0.000781,0.064,1.9604
0.292,0.478,1.051,16,6.1e-05,0.194,2.3484
0.346,0.121,1.418,16,0.000337,0.277,2.2706
0.548,0.147,1.644,4,0.000405,0.146,1.7171
0.503,0.149,1.919,8,1.9e-05,0.245,3.392
0.102,0.567,1.621,8,0.000755,0.031,1.8928
0.26,0.31,1.857,32,0.000413,0.232,1.405
0.311,0.237,1.122,4,0.00038,0.019,2.0959
0.215,0.548,1.211,64,0.000706,0.166,1.5854
0.2,0.202,1.97,64,5.1e-05,0.128,4.0
0.119,0.248,1.887,8,0.000593,0.055,0.924
0.422,0.359,1.235,16,0.000991,0.131,1.6598
0.231,0.299,1.621,16,2.9e-05,0.216,4.0
0.126,0.451,1.363,8,1.7e-05,0.228,4.0
0.215,0.303,1.469,32,1.7e-05,0.277,4.0
0.501,0.336,1.861,4,5.7e-05,0.209,1.0266
0.526,0.618,1.736,64,0.000415,0.299,1.6372
0.342,0.631,1.238,8,0.000317,0.086,2.1156
0.308,0.597,1.316,16,2.5e-05,0.046,4.0
0.589,0.619,1.29,4,0.000117,0.029,2.6112
0.2,0.442,1.781,64,5.3e-05,0.175,4.0
0.208,0.488,1.49,32,0.000461,0.104,1.2383
0.246,0.434,1.951,8,0.000406,0.061,1.2783
0.186,0.571,1.817,4,0.000417,0.064,1.4618
0.29,0.431,1.211,64,0.000112,0.104,1.0095
0.555,0.167,1.786,32,0.000412,0.206,1.4808
0.408,0.586,1.506,16,0.000293,0.18,1.8072
0.306,0.556,1.254,4,0.000112,0.238,0.9979
0.567,0.592,1.363,8,0.000351,0.095,1.994
0.124,0.214,1.972,64,5.7e-05,0.214,4.0
0.205,0.263,1.484,16,0.000363,0.261,1.4559
0.383,0.277,1.72,16,0.000177,0.252,1.3647
0.408,0.405,1.477,64,0.000529,0.198,1.7786
0.12,0.18,1.372,64,0.000609,0.255,1.659
0.302,0.331,1.796,64,6e-05,0.026,2.3592
0.425,0.209,1.848,4,3.8e-05,0.143,1.7092
0.449,0.259,1.072,8,3.6e-05,0.084,1.985
0.419,0.524,1.279,16,4.5e-05,0.147,1.7324
0.26,0.613,1.508,32,1.3e-05,0.038,4.0
0.147,0.114,1.316,64,0.000729,0.033,1.5252
0.314,0.44,1.784,8,1.8e-05,0.033,4.0
0.164,0.122,1.115,32,0.00057,0.028,1.5343
0.574,0.151,1.798,4,9.4e-05,0.146,1.6261
0.338,0.523,1.618,16,0.000632,0.036,1.8883
0.259,0.541,1.289,8,0.000733,0.252,1.7796
0.483,0.588,1.344,8,0.000439,0.086,2.1502
0.349,0.385,1.183,16,6.5e-05,0.287,1.6686
0.255,0.616,1.253,16,6.7e-05,0.17,2.8269
0.506,0.2,1.717,64,0.000857,0.19,1.6497
0.534,0.25,1.376,16,4.7e-05,0.187,1.3363
0.437,0.181,1.687,8,6.6e-05,0.1,1.0338
0.123,0.579,1.514,64,3.8e-05,0.261,4.0
0.383,0.237,1.145,16,0.000107,0.298,1.6806
0.482,0.193,1.499,32,0.000166,0.048,1.5161
0.168,0.474,1.756,32,0.000212,0.148,0.649
0.214,0.146,1.298,16,2.1e-05,0.151,4.0
0.541,0.127,1.648,8,4.9e-05,0.235,1.4479
0.11,0.164,1.199,64,0.000982,0.129,1.4549
0.476,0.1,1.136,64,1.4e-05,0.203,4.0
0.337,0.518,1.36,64,5.6e-05,0.108,2.0535
0.323,0.437,1.389,4,2.7e-05,0.019,4.0
0.104,0.226,1.761,16,3.7e-05,0.138,4.0
0.51,0.24,1.46,4,8.6e-05,0.226,1.6974
0.28,0.587,1.081,4,0.00094,0.194,2.1067
0.37,0.401,1.634,32,0.000421,0.158,1.4126
0.439,0.519,1.469,64,3e-05,0.274,2.7195
0.451,0.372,1.332,4,1.9e-05,0.145,4.0
0.578,0.243,1.802,8,0.000163,0.109,1.6445
0.366,0.682,1.154,16,0.000566,0.119,2.1034
0.3,0.439,1.913,8,2.5e-05,0.217,4.0
0.577,0.179,1.334,64,2.5e-05,0.099,1.4842
0.421,0.344,1.461,32,0.000233,0.192,1.4817
0.249,0.298,1.929,8,3.9e-05,0.116,4.0
0.163,0.228,1.761,8,1.2e-05,0.173,4.0
0.521,0.66,1.074,4,4e-05,0.069,2.1907
0.281,0.629,1.578,8,2.6e-05,0.06,4.0
0.43,0.219,1.31,32,4.5e-05,0.162,1.3008
0.335,0.311,1.508,8,0.000426,0.08,1.8979
0.199,0.557,1.743,8,0.000222,0.029,1.253
0.401,0.225,1.496,64,3.6e-05,0.079,2.5753
0.13,0.455,1.071,32,6.6e-05,0.119,4.0
0.307,0.52,1.53,8,2.7e-05,0.096,4.0
0.373,0.492,1.024,64,0.000128,0.182,0.9677
0.318,0.524,1.348,16,2.8e-05,0.107,4.0
0.474,0.524,1.478,8,0.000715,0.057,1.9225
0.514,0.679,1.645,8,3.5e-05,0.273,1.3012
0.486,0.308,1.506,64,0.000265,0.174,1.9746
0.119,0.627,1.152,64,6.1e-05,0.068,4.0
0.197,0.113,1.932,64,0.000613,0.099,1.7882
0.368,0.273,1.65,8,4.3e-05,0.171,2.3061
0.567,0.129,1.317,4,1.1e-05,0.039,4.0
0.517,0.491,1.966,4,1.6e-05,0.115,3.8334
0.521,0.16,1.883,64,1.4e-05,0.056,4.0
0.252,0.607,1.143,4,4.2e-05,0.109,4.0
0.315,0.488,1.655,16,0.000221,0.131,1.1882
0.335,0.117,1.56,4,0.000108,0.165,1.1885
0.179,0.529,1.193,4,3.1e-05,0.007,4.0
0.116,0.617,1.233,8,0.000994,0.208,1.6735
0.573,0.497,1.564,4,1.4e-05,0.274,3.5606
0.22,0.118,1.321,64,0.000176,0.091,0.8737
0.22,0.615,1.835,8,0.000401,0.031,1.6809
0.142,0.539,1.098,4,0.000824,0.271,1.9939
0.564,0.327,1.914,16,5.1e-05,0.128,0.9175
0.39,0.297,1.841,8,0.000138,0.206,1.0507
0.434,0.388,1.739,8,3.2e-05,0.184,2.21
0.556,0.62,1.263,8,1.2e-05,0.257,4.0
0.273,0.251,1.715,4,0.000108,0.146,1.021
0.411,0.161,1.439,64,0.000152,0.211,1.7148
0.119,0.619,1.634,32,3.6e-05,0.014,4.0
0.193,0.116,1.313,32,2.9e-05,0.003,4.0
0.516,0.647,1.836,32,3.6e-05,0.233,1.0159
0.483,0.283,1.041,4,0.000112,0.231,2.5157
0.275,0.405,1.691,16,0.00023,0.046,1.1449
0.288,0.179,1.829,8,0.000276,0.185,1.2076
0.367,0.641,1.646,8,3.6e-05,0.1,3.4548
0.1,0.55,1.192,64,0.000516,0.059,1.3295
0.221,0.654,1.285,8,9.3e-05,0.281,1.9947
0.204,0.51,1.515,64,0.000125,0.28,1.4196
0.225,0.211,1.329,4,2.9e-05,0.203,4.0
0.503,0.285,1.005,32,5.8e-05,0.298,1.8051
0.24,0.392,1.041,64,1.3e-05,0.053,4.0
0.196,0.464,1.768,64,0.000143,0.248,1.112
0.352,0.656,1.084,8,0.000315,0.168,1.9934
0.533,0.33,1.928,4,0.000122,0.054,1.6027
0.221,0.522,1.443,32,4.5e-05,0.187,4.0
0.139,0.677,1.758,4,0.000467,0.298,1.0244
0.278,0.191,1.126,32,1.3e-05,0.067,4.0
0.474,0.618,1.927,16,3.1e-05,0.14,1.5313
0.375,0.352,1.034,4,1.3e-05,0.029,4.0
0.508,0.539,1.042,16,6.1e-05,0.079,1.5661
0.58,0.276,1.055,32,3.2e-05,0.089,1.3995
0.496,0.3,1.103,64,0.000232,0.172,1.6765
0.402,0.116,1.487,16,1.4e-05,0.02,4.0
0.347,0.683,1.788,32,1.2e-05,0.265,4.0
0.12,0.588,1.285,32,0.000128,0.288,2.2933
0.592,0.156,1.746,16,0.000311,0.204,1.5174
0.292,0.7,1.774,4,8.6e-05,0.201,1.239
0.176,0.463,1.908,64,3.7e-05,0.09,4.0
0.433,0.612,1.149,32,9.9e-05,0.268,1.3161
0.242,0.14,1.136,4,4.7e-05,0.246,4.0
0.393,0.334,1.122,32,3.9e-05,0.035,2.592
0.393,0.502,1.359,32,7.8e-05,0.215,0.8339
0.323,0.164,1.489,32,0.000169,0.038,0.9002
0.518,0.393,1.462,4,0.000144,0.071,2.0898
0.232,0.366,1.257,8,1.6e-05,0.246,4.0
0.324,0.23,1.622,64,2.7e-05,0.143,4.0
0.369,0.28,1.338,64,1e-05,0.136,4.0
0.432,0.68,1.366,8,7.5e-05,0.076,1.6613
0.492,0.273,1.106,32,0.000347,0.185,1.911
0.297,0.228,1.592,8,6.7e-05,0.042,1.9867
0.423,0.422,1.655,16,0.000997,0.239,1.2214
0.175,0.503,1.758,16,0.000317,0.16,0.6853
0.566,0.535,1.904,4,5.6e-05,0.254,1.062
0.292,0.553,1.766,4,0.000884,0.148,1.535
0.465,0.122,1.236,16,0.000191,0.088,1.9086
0.11,0.336,1.236,8,0.00069,0.004,1.709
0.203,0.564,1.915,4,1.5e-05,0.123,4.0
0.344,0.643,1.79,8,0.00013,0.284,0.8422
0.539,0.461,1.782,4,0.000656,0.251,1.4317
0.364,0.131,1.72,64,0.0002,0.3,2.0578
0.565,0.338,1.267,8,0.000947,0.047,2.351
0.342,0.145,1.847,16,0.000981,0.191,1.2448
0.345,0.549,1.143,16,0.000384,0.04,2.32
0.16,0.138,1.35,4,3.6e-05,0.272,4.0
0.501,0.211,1.346,8,0.000509,0.104,1.6892
0.223,0.35,1.56,32,0.000255,0.268,0.8895
0.55,0.378,1.463,16,1.6e-05,0.061,3.3757
0.555,0.344,1.46,16,6e-05,0.048,1.501
0.572,0.378,1.554,8,0.000561,0.054,1.7616
0.36,0.528,1.415,8,0.00026,0.234,1.7536
0.439,0.322,1.25,4,7.2e-05,0.259,1.341
0.489,0.429,1.664,32,0.000168,0.012,1.911
0.166,0.282,1.791,16,0.000747,0.045,1.2785
0.4,0.312,1.479,8,0.000157,0.001,1.796
0.117,0.468,1.649,16,2.9e-05,0.018,4.0
0.349,0.394,1.535,32,0.000218,0.027,1.4757
0.177,0.534,1.059,64,3.4e-05,0.088,4.0
0.191,0.436,1.423,64,0.000173,0.064,1.2035
0.283,0.582,1.01,32,0.000195,0.199,1.2816
0.316,0.366,1.662,8,5.3e-05,0.299,2.6333
0.412,0.395,1.508,64,0.000303,0.198,1.873
0.137,0.502,1.127,8,3.9e-05,0.0,4.0
0.352,0.233,1.542,4,1.1e-05,0.039,4.0
0.191,0.332,1.898,16,5e-05,0.033,4.0
0.387,0.475,1.34,4,0.00053,0.125,1.8529
0.419,0.117,1.982,64,0.000142,0.083,1.8762
0.378,0.362,1.959,64,0.0005,0.289,2.3114
0.469,0.459,1.785,8,1.8e-05,0.051,4.0
0.268,0.68,1.814,64,2.4e-05,0.2,4.0
0.483,0.626,1.411,8,2.1e-05,0.049,4.0
0.316,0.268,1.403,32,0.000372,0.163,1.4437
0.342,0.404,1.954,64,0.000168,0.007,1.9378
0.424,0.134,1.366,32,4.7e-05,0.015,1.2328
0.109,0.244,1.097,32,0.000364,0.01,1.1798
0.427,0.565,1.153,16,7.4e-05,0.047,1.7411
0.409,0.174,1.71,8,0.00017,0.001,1.5525
0.255,0.255,1.383,32,0.000512,0.148,1.4276
0.143,0.666,1.199,16,7.1e-05,0.116,4.0
0.145,0.594,1.814,64,0.00032,0.019,1.5317
0.562,0.569,1.489,64,0.000135,0.023,2.5544
0.445,0.619,1.568,32,0.000654,0.232,1.1709
0.164,0.55,1.154,64,8.1e-05,0.007,4.0
0.278,0.172,1.193,8,4e-05,0.276,4.0
0.396,0.41,1.126,64,3.5e-05,0.111,2.6007
0.518,0.367,1.515,4,2.4e-05,0.043,2.3906
0.122,0.287,1.776,64,5.2e-05,0.258,4.0
0.218,0.6,1.732,32,7.4e-05,0.106,2.8258
0.545,0.378,1.261,16,1.9e-05,0.171,2.6328
0.105,0.136,1.852,8,0.000296,0.148,0.528
0.201,0.265,1.106,8,0.000751,0.179,1.8173
0.58,0.237,1.114,16,6.7e-05,0.054,1.757
0.407,0.632,1.849,8,0.000709,0.119,1.442
0.231,0.488,1.244,32,7e-05,0.089,3.0637
0.133,0.436,1.708,32,2.8e-05,0.233,4.0
0.114,0.404,1.009,16,0.000523,0.235,1.3357
